t_s,A_40GHz_dB,A_1550nm_dB,ILWC_kg_m2
4429,0.000000,0.0000,0.140384
4430,0.000000,0.0000,0.142037
4431,0.000000,0.0000,0.144206
4432,0.000000,0.0000,0.147011
4433,0.000000,0.0000,0.140153
4434,0.000000,0.0000,0.138504
4435,0.000000,0.0000,0.143088
4436,0.000000,0.0000,0.139257
4437,0.000000,0.0000,0.122833
4438,0.000000,0.0000,0.119096
4439,0.000000,0.0000,0.125851
4440,0.000000,0.0000,0.128942
4441,0.000000,0.0000,0.135063
4442,0.000000,0.0000,0.140639
4443,0.000000,0.0000,0.150808
4444,0.000000,0.0000,0.149489
4445,0.000000,0.0000,0.141748
4446,0.000000,0.0000,0.136071
4447,0.000000,0.0000,0.139948
4448,0.000000,0.0000,0.142831
4449,0.000000,0.0000,0.137542
4450,0.000000,0.0000,0.147806
4451,0.000000,0.0000,0.148306
4452,0.000000,0.0000,0.156638
4453,0.000000,0.0000,0.154365
4454,0.000000,0.0000,0.145516
4455,0.000000,0.0000,0.147379
4456,0.000000,0.0000,0.153337
4457,0.000000,0.0000,0.158245
4458,0.000759,0.3548,0.160028
4459,0.001256,0.5868,0.161255
4460,0.001382,0.6455,0.160850
4461,0.002413,1.1276,0.169709
4462,0.001957,0.9144,0.167301
4463,0.002741,1.2806,0.171845
4464,0.002818,1.3169,0.172150
4465,0.003358,1.5692,0.174928
4466,0.003633,1.6977,0.177873
4467,0.003347,1.5640,0.172092
4468,0.002496,1.1663,0.169584
4469,0.001446,0.6758,0.162585
4470,0.001318,0.6157,0.161335
4471,0.000000,0.0000,0.154681
4472,0.000000,0.0000,0.144151
4473,0.000000,0.0000,0.147070
4474,0.000000,0.0000,0.131415
4475,0.000000,0.0000,0.129951
4476,0.000000,0.0000,0.124349
4477,0.000000,0.0000,0.122183
4478,0.000000,0.0000,0.120759
4479,0.000000,0.0000,0.110357
4480,0.000000,0.0000,0.111931
4481,0.000000,0.0000,0.109375
4482,0.000000,0.0000,0.106792
4483,0.000000,0.0000,0.105445
4484,0.000000,0.0000,0.109456
4485,0.000000,0.0000,0.111298
4486,0.000000,0.0000,0.112667
4487,0.000000,0.0000,0.113964
4488,0.000000,0.0000,0.121592
4489,0.000000,0.0000,0.118106
4490,0.000000,0.0000,0.116215
4491,0.000000,0.0000,0.119517
4492,0.000000,0.0000,0.126703
4493,0.000000,0.0000,0.118495
4494,0.000000,0.0000,0.119402
4495,0.000000,0.0000,0.117159
4496,0.000000,0.0000,0.115112
4497,0.000000,0.0000,0.118038
4498,0.000000,0.0000,0.111751
4499,0.000000,0.0000,0.101610
4500,0.000000,0.0000,0.107456
4501,0.000000,0.0000,0.109063
4502,0.000000,0.0000,0.105528
4503,0.000000,0.0000,0.103775
4504,0.000000,0.0000,0.082343
4505,0.000000,0.0000,0.080037
4506,0.000000,0.0000,0.085679
4507,0.000000,0.0000,0.105430
4508,0.000000,0.0000,0.098948
4509,0.000000,0.0000,0.093311
4510,0.000000,0.0000,0.092628
4511,0.000000,0.0000,0.093374
4512,0.000000,0.0000,0.099296
4513,0.000000,0.0000,0.091699
4514,0.000000,0.0000,0.089934
4515,0.000000,0.0000,0.072751
4516,0.000000,0.0000,0.080759
4517,0.000000,0.0000,0.090886
4518,0.000000,0.0000,0.068491
4519,0.000000,0.0000,0.070344
4520,0.000000,0.0000,0.074108
4521,0.000000,0.0000,0.084329
4522,0.000000,0.0000,0.077812
4523,0.000000,0.0000,0.080476
4524,0.000000,0.0000,0.066906
4525,0.000000,0.0000,0.000000
4526,0.063559,29.6986,0.059722
4527,0.038730,18.0969,0.036595
4528,0.000000,0.0000,0.000000
4529,0.000000,0.0000,0.000000
4530,0.000000,0.0000,0.000000
4531,0.039243,18.3366,0.000000
4532,0.043691,20.4151,0.000000
4533,0.000000,0.0000,0.000000
4534,0.000000,0.0000,0.000000
4535,0.000000,0.0000,0.000000
4536,0.000000,0.0000,0.000000
4537,0.000000,0.0000,0.000000
4538,0.000000,0.0000,0.000000
4539,0.000000,0.0000,0.000000
4540,0.000000,0.0000,0.000000
4541,0.000000,0.0000,0.000000
4542,0.000000,0.0000,0.000000
4543,0.000000,0.0000,0.000000
4544,0.000000,0.0000,0.000000
4545,0.000000,0.0000,0.000000
4546,0.000000,0.0000,0.000000
4547,0.000000,0.0000,0.000000
4548,0.000000,0.0000,0.000000
4549,0.000000,0.0000,0.000000
4550,0.000000,0.0000,0.000000
4551,0.000000,0.0000,0.000000
4552,0.000000,0.0000,0.000000
4553,0.000000,0.0000,0.000000
4554,0.000000,0.0000,0.000000
4555,0.000000,0.0000,0.000000
4556,0.000000,0.0000,0.000000
4557,0.000000,0.0000,0.000000
4558,0.000000,0.0000,0.000000
4559,0.000000,0.0000,0.000000
4560,0.000000,0.0000,0.000000
4561,0.000000,0.0000,0.000000
4562,0.000000,0.0000,0.000000
4563,0.000000,0.0000,0.000000
4564,0.000000,0.0000,0.000000
4565,0.000000,0.0000,0.000000
4566,0.000000,0.0000,0.000000
4567,0.000000,0.0000,0.000000
4568,0.000000,0.0000,0.000000
4569,0.000000,0.0000,0.000000
4570,0.000000,0.0000,0.000000
4571,0.000000,0.0000,0.000000
4572,0.000000,0.0000,0.000000
4573,0.000000,0.0000,0.000000
4574,0.000000,0.0000,0.000000
4575,0.000000,0.0000,0.000000
4576,0.000000,0.0000,0.000000
4577,0.000000,0.0000,0.000000
4578,0.000000,0.0000,0.000000
4579,0.000000,0.0000,0.000000
4580,0.000000,0.0000,0.000000
4581,0.000000,0.0000,0.000000
4582,0.000000,0.0000,0.000000
4583,0.000000,0.0000,0.000000
4584,0.000000,0.0000,0.000000
4585,0.000000,0.0000,0.000000
4586,0.000000,0.0000,0.000000
4587,0.000000,0.0000,0.000000
4588,0.000000,0.0000,0.000000
4589,0.000000,0.0000,0.000000
4590,0.000000,0.0000,0.000000
4591,0.000000,0.0000,0.000000
4592,0.000000,0.0000,0.000000
4593,0.000000,0.0000,0.000000
4594,0.000000,0.0000,0.000000
4595,0.000000,0.0000,0.000000
4596,0.000000,0.0000,0.000000
4597,0.000000,0.0000,0.000000
4598,0.000000,0.0000,0.000000
4599,0.000000,0.0000,0.000000
4600,0.000000,0.0000,0.000000
4601,0.000000,0.0000,0.000000
4602,0.000000,0.0000,0.000000
4603,0.000000,0.0000,0.000000
4604,0.000000,0.0000,0.000000
4605,0.000000,0.0000,0.000000
4606,0.000000,0.0000,0.000000
4607,0.000000,0.0000,0.000000
4608,0.000000,0.0000,0.000000
4609,0.000000,0.0000,0.000000
4610,0.000000,0.0000,0.000000
4611,0.000000,0.0000,0.000000
4612,0.000000,0.0000,0.000000
4613,0.000000,0.0000,0.000000
4614,0.000000,0.0000,0.000000
4615,0.000000,0.0000,0.000000
4616,0.000000,0.0000,0.000000
4617,0.000000,0.0000,0.000000
4618,0.000000,0.0000,0.000000
4619,0.000000,0.0000,0.000000
4620,0.000000,0.0000,0.000000
4621,0.000000,0.0000,0.000000
4622,0.000000,0.0000,0.000000
4623,0.000000,0.0000,0.000000
4624,0.000000,0.0000,0.000000
4625,0.000000,0.0000,0.000000
4626,0.000000,0.0000,0.000000
4627,0.000000,0.0000,0.000000
4628,0.000000,0.0000,0.000000
4629,0.000000,0.0000,0.000000
4630,0.000000,0.0000,0.000000
4631,0.000000,0.0000,0.000000
4632,0.000000,0.0000,0.000000
4633,0.000000,0.0000,0.000000
4634,0.000000,0.0000,0.000000
4635,0.000000,0.0000,0.000000
4636,0.000000,0.0000,0.000000
4637,0.000000,0.0000,0.000000
4638,0.000000,0.0000,0.000000
4639,0.000000,0.0000,0.000000
4640,0.000000,0.0000,0.000000
4641,0.000000,0.0000,0.000000
4642,0.000000,0.0000,0.000000
4643,0.000000,0.0000,0.000000
4644,0.000000,0.0000,0.000000
4645,0.000000,0.0000,0.000000
4646,0.057219,26.7361,0.000000
4647,0.081376,38.0236,0.000000
4648,0.064615,30.1916,0.000000
4649,0.042860,20.0266,0.000000
4650,0.087023,40.6621,0.000000
4651,0.091387,42.7010,0.000000
4652,0.102366,47.8314,0.000000
4653,0.105760,49.4173,0.000000
4654,0.094182,44.0073,0.000000
4655,0.096247,44.9723,0.000000
4656,0.092703,43.3162,0.000000
4657,0.095189,44.4775,0.000000
4658,0.088007,41.1220,0.000000
4659,0.071422,33.3722,0.000000
4660,0.065823,30.7560,0.000000
4661,0.086339,40.3426,0.000000
4662,0.088976,41.5748,0.000000
4663,0.084104,39.2982,0.000000
4664,0.073094,34.1537,0.000000
4665,0.089444,41.7935,0.000000
4666,0.093398,43.6409,0.000000
4667,0.115625,54.0266,0.000000
4668,0.129070,60.3088,0.000000
4669,0.119385,55.7835,0.000000
4670,0.114306,53.4105,0.000000
4671,0.114607,53.5509,0.000000
4672,0.120430,56.2719,0.000000
4673,0.123065,57.5029,0.000000
4674,0.120788,56.4389,0.000000
4675,0.123963,57.9228,0.000000
4676,0.121596,56.8168,0.000000
4677,0.127307,59.4851,0.000000
4678,0.124335,58.0964,0.000000
4679,0.125189,58.4955,0.000000
4680,0.121265,56.6619,0.000000
4681,0.125227,58.5131,0.000000
4682,0.125004,58.4088,0.000000
4683,0.122334,57.1612,0.000000
4684,0.131931,61.6455,0.000000
4685,0.127618,59.6304,0.000000
4686,0.133749,62.4953,0.000000
4687,0.136532,63.7953,0.000000
4688,0.134731,62.9539,0.000000
4689,0.121085,56.5779,0.000000
4690,0.117077,54.7051,0.000000
4691,0.116599,54.4818,0.000000
4692,0.115079,53.7717,0.000000
4693,0.110757,51.7518,0.000000
4694,0.110453,51.6101,0.000000
4695,0.121843,56.9321,0.000000
4696,0.119017,55.6114,0.000000
4697,0.115597,54.0136,0.000000
4698,0.105286,49.1957,0.000000
4699,0.097956,45.7705,0.000000
4700,0.098334,45.9471,0.000000
4701,0.107829,50.3837,0.000000
4702,0.103356,48.2940,0.000000
4703,0.107746,50.3452,0.000000
4704,0.111944,52.3065,0.000000
4705,0.111164,51.9423,0.000000
4706,0.125748,58.7567,0.000000
4707,0.126325,59.0262,0.000000
4708,0.130615,61.0306,0.000000
4709,0.132121,61.7345,0.000000
4710,0.140561,65.6783,0.000000
4711,0.139469,65.1681,0.000000
4712,0.142017,66.3586,0.000000
4713,0.138942,64.9216,0.000000
4714,0.136480,63.7711,0.000000
4715,0.146622,68.5101,0.000000
4716,0.143034,66.8337,0.000000
4717,0.146551,68.4771,0.000000
4718,0.140927,65.8489,0.000000
4719,0.139418,65.1440,0.000000
4720,0.139650,65.2525,0.000000
4721,0.135313,63.2259,0.000000
4722,0.137694,64.3387,0.000000
4723,0.135211,63.1784,0.000000
4724,0.141716,66.2178,0.000000
4725,0.145554,68.0112,0.000000
4726,0.148815,69.5347,0.000000
4727,0.152283,71.1555,0.000000
4728,0.150246,70.2037,0.000000
4729,0.147747,69.0360,0.000000
4730,0.149442,69.8279,0.000000
4731,0.155314,72.5714,0.000000
4732,0.150809,70.4667,0.000000
4733,0.146833,68.6087,0.000000
4734,0.150633,70.3845,0.000000
4735,0.156090,72.9343,0.000000
4736,0.154238,72.0688,0.000000
4737,0.145136,67.8158,0.000000
4738,0.143795,67.1894,0.000000
4739,0.140415,65.6100,0.000000
4740,0.133942,62.5853,0.000000
4741,0.128828,60.1959,0.000000
4742,0.135035,63.0962,0.000000
4743,0.127327,59.4947,0.000000
4744,0.133283,62.2775,0.000000
4745,0.133725,62.4840,0.000000
4746,0.130746,61.0920,0.000000
4747,0.123810,57.8513,0.000000
4748,0.123825,57.8582,0.000000
4749,0.127941,59.7813,0.000000
4750,0.115435,53.9379,0.000000
4751,0.117365,54.8396,0.000000
4752,0.115334,53.8907,0.000000
4753,0.122449,57.2152,0.000000
4754,0.119107,55.6535,0.000000
4755,0.114416,53.4615,0.000000
4756,0.109127,50.9903,0.000000
4757,0.106820,49.9125,0.000000
4758,0.111566,52.1299,0.000000
4759,0.116234,54.3112,0.000000
4760,0.122023,57.0162,0.000000
4761,0.126426,59.0736,0.000000
4762,0.132743,62.0251,0.000000
4763,0.128275,59.9375,0.000000
4764,0.128247,59.9242,0.000000
4765,0.126558,59.1352,0.000000
4766,0.122903,57.4273,0.000000
4767,0.124038,57.9577,0.000000
4768,0.125926,58.8399,0.000000
4769,0.129935,60.7130,0.000000
4770,0.127625,59.6337,0.000000
4771,0.128639,60.1074,0.000000
4772,0.123210,57.5706,0.000000
4773,0.117967,55.1209,0.000000
4774,0.125138,58.4717,0.000000
4775,0.131342,61.3704,0.000000
4776,0.126767,59.2326,0.000000
4777,0.119780,55.9681,0.000000
4778,0.120159,56.1450,0.000000
4779,0.109929,51.3653,0.000000
4780,0.124374,58.1146,0.000000
4781,0.130263,60.8661,0.000000
4782,0.128497,60.0410,0.000000
4783,0.136994,64.0114,0.061964
4784,0.138562,64.7440,0.064450
4785,0.141209,65.9809,0.070427
4786,0.139384,65.1283,0.043464
4787,0.140169,65.4950,0.041983
4788,0.140647,65.7181,0.029685
4789,0.141779,66.2471,0.071667
4790,0.143330,66.9719,0.044239
4791,0.140347,65.5781,0.000000
4792,0.135811,63.4587,0.000000
4793,0.134765,62.9697,0.000000
4794,0.132983,62.1373,0.000000
4795,0.140807,65.7931,0.000000
4796,0.142555,66.6100,0.000000
4797,0.140387,65.5968,0.000000
4798,0.134063,62.6420,0.000000
4799,0.138585,64.7546,0.000000
4800,0.140123,65.4735,0.000000
4801,0.136209,63.6449,0.000000
4802,0.137426,64.2132,0.000000
4803,0.134605,62.8949,0.000000
4804,0.129214,60.3761,0.000000
4805,0.120605,56.3537,0.000000
4806,0.128343,59.9692,0.000000
4807,0.133738,62.4901,0.068903
4808,0.142709,66.6816,0.091825
4809,0.148418,69.3495,0.097645
4810,0.149930,70.0557,0.096020
4811,0.148271,69.2807,0.082574
4812,0.149816,70.0025,0.088405
4813,0.148764,69.5108,0.088059
4814,0.148207,69.2509,0.083588
4815,0.138152,64.5524,0.056538
4816,0.132218,61.7798,0.000000
4817,0.132494,61.9089,0.000000
4818,0.137953,64.4595,0.000000
4819,0.137128,64.0742,0.000000
4820,0.146034,68.2355,0.068664
4821,0.149259,69.7423,0.081915
4822,0.151124,70.6140,0.085897
4823,0.160241,74.8738,0.118397
4824,0.157259,73.4802,0.116009
4825,0.155178,72.5079,0.109614
4826,0.160460,74.9762,0.114464
4827,0.160829,75.1487,0.112394
4828,0.162801,76.0700,0.115592
4829,0.162906,76.1191,0.122028
4830,0.159839,74.6861,0.109800
4831,0.159128,74.3536,0.102696
4832,0.155786,72.7923,0.106556
4833,0.150880,70.4995,0.100015
4834,0.148201,69.2481,0.085519
4835,0.147922,69.1174,0.087955
4836,0.148811,69.5328,0.093828
4837,0.155485,72.6513,0.090534
4838,0.151855,70.9551,0.089004
4839,0.148477,69.3771,0.074719
4840,0.150333,70.2443,0.074127
4841,0.154105,72.0068,0.077102
4842,0.165245,77.2119,0.094953
4843,0.164138,76.6946,0.085532
4844,0.168191,78.5885,0.099926
4845,0.169089,79.0079,0.107625
4846,0.171261,80.0230,0.111068
4847,0.170399,79.6202,0.110501
4848,0.173648,81.1383,0.118500
4849,0.170877,79.8433,0.106656
4850,0.170634,79.7300,0.110472
4851,0.168726,78.8384,0.111232
4852,0.163503,76.3979,0.088265
4853,0.155720,72.7615,0.000000
4854,0.153222,71.5942,0.000000
4855,0.154291,72.0935,0.070300
4856,0.153480,71.7144,0.073624
4857,0.155176,72.5071,0.080065
4858,0.159265,74.4177,0.083393
4859,0.163783,76.5289,0.102738
4860,0.166448,77.7740,0.098858
4861,0.167558,78.2929,0.100867
4862,0.162029,75.7093,0.089225
4863,0.160778,75.1246,0.066105
4864,0.158399,74.0129,0.067421
4865,0.154182,72.0425,0.053074
4866,0.155015,72.4320,0.052564
4867,0.155538,72.6764,0.000000
4868,0.156756,73.2453,0.000000
4869,0.159040,74.3127,0.000000
4870,0.162390,75.8779,0.000000
4871,0.164565,76.8941,0.000000
4872,0.164334,76.7862,0.000000
4873,0.161542,75.4815,0.000000
4874,0.162149,75.7653,0.000000
4875,0.166768,77.9237,0.000000
4876,0.167823,78.4164,0.000000
4877,0.170470,79.6535,0.000000
4878,0.175153,81.8413,0.072102
4879,0.173609,81.1203,0.000000
4880,0.177366,82.8754,0.075154
4881,0.179432,83.8408,0.082102
4882,0.180991,84.5695,0.083148
4883,0.181638,84.8717,0.078484
4884,0.177871,83.1114,0.067886
4885,0.175837,82.1613,0.000000
4886,0.172513,80.6077,0.000000
4887,0.167313,78.1780,0.000000
4888,0.161055,75.2541,0.000000
4889,0.164675,76.9456,0.000000
4890,0.160821,75.1446,0.000000
4891,0.159901,74.7149,0.000000
4892,0.164629,76.9241,0.000000
4893,0.165378,77.2738,0.000000
4894,0.169248,79.0822,0.000000
4895,0.169415,79.1604,0.000000
4896,0.172334,80.5245,0.000000
4897,0.179744,83.9864,0.000000
4898,0.182979,85.4982,0.059181
4899,0.187144,87.4445,0.087841
4900,0.186071,86.9429,0.078571
4901,0.182957,85.4881,0.000000
4902,0.181985,85.0338,0.000000
4903,0.180515,84.3468,0.000000
4904,0.177213,82.8042,0.000000
4905,0.179829,84.0263,0.000000
4906,0.179783,84.0049,0.000000
4907,0.179257,83.7589,0.000000
4908,0.176993,82.7011,0.000000
4909,0.178411,83.3638,0.000000
4910,0.257212,120.1840,0.050579
4911,0.304711,142.3784,0.080982
4912,0.330402,154.3828,0.096322
4913,0.337175,157.5473,0.100536
4914,0.340735,159.2107,0.103247
4915,0.350034,163.5561,0.109746
4916,0.344484,160.9625,0.107548
4917,0.350981,163.9986,0.111256
4918,0.338179,158.0164,0.102969
4919,0.351287,164.1412,0.112174
4920,0.348019,162.6143,0.108293
4921,0.345659,161.5119,0.107128
4922,0.338444,158.1406,0.102491
4923,0.349333,163.2286,0.109458
4924,0.343193,160.3596,0.104756
4925,0.333284,155.7293,0.098513
4926,0.340868,159.2731,0.101838
4927,0.378979,177.0807,0.110136
4928,0.340778,159.2308,0.101585
4929,0.320982,149.9810,0.089380
4930,0.344446,160.9448,0.104381
4931,0.339919,158.8295,0.100756
4932,0.338689,158.2547,0.100696
4933,0.330597,154.4737,0.095459
4934,0.341014,159.3412,0.101562
4935,0.325569,152.1245,0.090858
4936,0.315422,147.3833,0.084814
4937,0.286242,133.7488,0.067262
4938,0.293438,137.1110,0.070860
4939,0.305600,142.7937,0.079032
4940,0.341431,159.5361,0.102908
4941,0.305040,142.5322,0.080517
4942,0.277988,129.8918,0.062707
4943,0.295247,137.9564,0.075138
4944,0.317267,148.2453,0.089655
4945,0.318677,148.9041,0.090748
4946,0.325715,152.1926,0.094810
4947,0.342478,160.0251,0.106311
4948,0.353205,165.0375,0.113433
4949,0.367916,171.9112,0.124780
4950,0.370719,173.2212,0.126077
4951,0.357655,167.1168,0.118786
4952,0.353109,164.9928,0.115675
4953,0.348600,162.8856,0.112084
4954,0.365160,170.6238,0.121495
4955,0.349200,163.1661,0.110148
4956,0.332650,155.4329,0.099743
4957,0.342552,160.0600,0.107462
4958,0.357419,167.0066,0.116651
4959,0.358988,167.7397,0.117907
4960,0.360162,168.2881,0.120368
4961,0.362945,169.5886,0.122477
4962,0.380475,177.7797,0.134115
4963,0.371381,173.5302,0.127902
4964,0.347184,162.2240,0.111760
4965,0.358502,167.5128,0.120145
4966,0.374503,174.9891,0.129375
4967,0.485164,226.6961,0.128440
4968,0.368371,172.1238,0.125384
4969,0.360991,168.6754,0.119755
4970,0.359244,167.8593,0.118899
4971,0.352895,164.8929,0.117013
4972,0.334474,156.2856,0.104785
4973,0.333772,155.9572,0.103498
4974,0.320216,149.6232,0.095932
4975,0.324448,151.6008,0.098644
4976,0.317080,148.1579,0.095679
4977,0.307225,143.5530,0.089121
4978,0.312285,145.9174,0.092943
4979,0.318713,148.9208,0.096984
4980,0.326205,152.4216,0.100730
4981,0.326289,152.4610,0.100528
4982,0.314839,147.1107,0.092967
4983,0.299592,139.9866,0.084151
4984,0.288949,135.0133,0.077859
4985,0.280924,131.2635,0.073994
4986,0.164177,76.7127,0.000000
4987,0.211099,98.6376,0.075920
4988,0.221146,103.3320,0.089068
4989,0.221455,103.4765,0.090321
4990,0.215486,100.6872,0.076858
4991,0.194974,91.1030,0.045169
4992,0.169004,78.9683,0.000000
4993,0.166987,78.0259,0.000000
4994,0.168728,78.8394,0.000000
4995,0.166332,77.7199,0.000000
4996,0.168422,78.6962,0.032593
4997,0.174742,81.6494,0.081987
4998,0.173085,80.8750,0.077503
4999,0.174308,81.4469,0.077880
5000,0.175134,81.8328,0.093439
5001,0.177181,82.7890,0.086194
5002,0.175035,81.7864,0.070012
5003,0.175617,82.0584,0.085539
5004,0.174929,81.7367,0.093015
5005,0.172601,80.6490,0.092347
5006,0.174610,81.5878,0.095364
5007,0.173713,81.1686,0.097360
5008,0.171429,80.1012,0.091608
5009,0.172422,80.5655,0.090107
5010,0.173078,80.8721,0.079487
5011,0.170013,79.4397,0.074548
5012,0.175692,82.0933,0.089321
5013,0.172410,80.5597,0.079412
5014,0.171642,80.2012,0.070519
5015,0.169525,79.2116,0.000000
5016,0.190698,89.1052,0.047768
5017,0.208914,97.6164,0.080279
5018,0.203785,95.2200,0.075491
5019,0.213130,99.5867,0.090287
5020,0.211063,98.6205,0.087447
5021,0.218473,102.0833,0.099121
5022,0.215434,100.6633,0.095390
5023,0.217878,101.8051,0.099522
5024,0.210274,98.2521,0.087729
5025,0.202487,94.6134,0.077631
5026,0.197110,92.1013,0.071278
5027,0.162328,75.8491,0.000000
5028,0.161868,75.6340,0.000000
5029,0.162475,75.9175,0.000000
5030,0.163350,76.3263,0.000000
5031,0.163375,76.3382,0.000000
5032,0.162590,75.9714,0.000000
5033,0.159943,74.7344,0.000000
5034,0.164168,76.7087,0.000000
5035,0.163120,76.2192,0.000000
5036,0.162507,75.9326,0.000000
5037,0.156816,73.2733,0.000000
5038,0.153338,71.6482,0.000000
5039,0.151120,70.6120,0.000000
5040,0.151211,70.6545,0.000000
5041,0.148606,69.4374,0.000000
5042,0.143714,67.1514,0.000000
5043,0.138617,64.7696,0.000000
5044,0.137633,64.3100,0.000000
5045,0.139622,65.2392,0.000000
5046,0.139610,65.2337,0.000000
5047,0.134862,63.0153,0.000000
5048,0.132904,62.1002,0.000000
5049,0.126097,58.9199,0.000000
5050,0.131457,61.4242,0.000000
5051,0.132075,61.7130,0.000000
5052,0.133045,62.1662,0.000000
5053,0.137424,64.2124,0.000000
5054,0.132583,61.9504,0.000000
5055,0.144836,67.6755,0.040704
5056,0.143344,66.9784,0.053363
5057,0.134603,62.8943,0.000000
5058,0.133367,62.3165,0.000000
5059,0.121069,56.5703,0.000000
5060,0.121630,56.8324,0.000000
5061,0.122312,57.1510,0.000000
5062,0.116140,54.2672,0.000000
5063,0.108805,50.8399,0.000000
5064,0.115391,53.9173,0.000000
5065,0.118215,55.2368,0.000000
5066,0.114693,53.5913,0.000000
5067,0.114447,53.4764,0.000000
5068,0.122391,57.1879,0.000000
5069,0.125910,58.8326,0.067817
5070,0.125149,58.4767,0.060829
5071,0.128940,60.2480,0.081168
5072,0.132901,62.0991,0.092720
5073,0.141596,66.1616,0.115922
5074,0.137595,64.2924,0.108916
5075,0.133282,62.2772,0.101497
5076,0.127580,59.6125,0.089565
5077,0.119531,55.8516,0.055267
5078,0.122081,57.0433,0.053638
5079,0.116908,54.6262,0.053039
5080,0.122708,57.3364,0.000000
5081,0.123301,57.6134,0.000000
5082,0.125686,58.7277,0.000000
5083,0.125639,58.7055,0.000000
5084,0.128899,60.2289,0.000000
5085,0.126557,59.1347,0.000000
5086,0.134945,63.0542,0.000000
5087,0.247847,115.8084,0.072380
5088,0.263583,123.1610,0.079890
5089,0.250798,117.1871,0.071341
5090,0.262977,122.8778,0.078226
5091,0.268548,125.4808,0.083941
5092,0.290469,135.7235,0.098562
5093,0.291940,136.4111,0.098596
5094,0.279446,130.5730,0.089463
5095,0.298672,139.5566,0.101378
5096,0.306925,143.4131,0.106192
5097,0.321837,150.3804,0.113973
5098,0.302458,141.3256,0.101364
5099,0.280188,130.9197,0.086277
5100,0.280839,131.2241,0.085529
5101,0.287343,134.2629,0.090324
5102,0.251857,117.6819,0.066219
5103,0.285278,133.2982,0.085635
5104,0.298067,139.2739,0.094129
5105,0.312904,146.2067,0.103728
5106,0.301045,140.6655,0.095948
5107,0.314673,147.0333,0.104879
5108,0.329596,154.0061,0.114301
5109,0.323848,151.3202,0.111488
5110,0.293410,137.0981,0.092053
5111,0.311779,145.6807,0.103768
5112,0.311473,145.5378,0.103513
5113,0.293328,137.0598,0.092318
5114,0.303745,141.9270,0.097492
5115,0.306484,143.2066,0.099481
5116,0.310026,144.8619,0.101558
5117,0.307880,143.8593,0.099289
5118,0.322388,150.6381,0.109560
5119,0.345120,161.2598,0.123655
5120,0.354004,165.4110,0.131317
5121,0.358394,167.4623,0.133430
5122,0.361315,168.8269,0.136206
5123,0.349709,163.4038,0.129044
5124,0.346415,161.8647,0.126514
5125,0.347711,162.4706,0.127258
5126,0.342465,160.0193,0.124788
5127,0.339167,158.4784,0.122441
5128,0.339781,158.7651,0.123243
5129,0.348513,162.8450,0.127089
5130,0.348661,162.9141,0.125998
5131,0.336407,157.1886,0.119237
5132,0.318942,149.0279,0.108693
5133,0.324794,151.7623,0.113755
5134,0.323031,150.9384,0.111258
5135,0.337398,157.6517,0.119879
5136,0.350049,163.5627,0.127878
5137,0.335474,156.7528,0.121301
5138,0.344549,160.9930,0.127514
5139,0.341844,159.7292,0.123900
5140,0.354509,165.6467,0.131640
5141,0.364163,170.1576,0.138778
5142,0.367253,171.6015,0.142405
5143,0.369352,172.5824,0.145489
5144,0.363823,169.9987,0.143133
5145,0.336609,157.2828,0.124940
5146,0.335519,156.7738,0.123741
5147,0.347893,162.5553,0.133368
5148,0.343547,160.5250,0.129620
5149,0.369091,172.4605,0.143158
5150,0.371244,173.4666,0.141613
5151,0.367116,171.5378,0.140069
5152,0.382385,178.6720,0.148299
5153,0.388796,181.6678,0.151842
5154,0.396874,185.4421,0.157876
5155,0.392379,183.3421,0.155442
5156,0.390630,182.5249,0.154165
5157,0.395103,184.6147,0.156305
5158,0.375417,175.4162,0.150639
5159,0.372976,174.2759,0.146207
5160,0.372539,174.0717,0.144285
5161,0.383129,179.0196,0.151623
5162,0.381911,178.4508,0.150615
5163,0.387465,181.0457,0.154254
5164,0.394225,184.2045,0.159753
5165,0.391575,182.9664,0.156584
5166,0.381974,178.4799,0.147922
5167,0.372169,173.8985,0.140807
5168,0.358873,167.6859,0.130999
5169,0.358641,167.5777,0.130742
5170,0.374537,175.0049,0.137682
5171,0.381275,178.1535,0.141366
5172,0.376143,175.7555,0.137333
5173,0.360033,168.2278,0.127410
5174,0.350091,163.5823,0.122865
5175,0.353701,165.2692,0.128169
5176,0.354150,165.4790,0.128550
5177,0.367566,171.7477,0.138217
5178,0.373336,174.4439,0.140671
5179,0.380404,177.7464,0.146016
5180,0.376277,175.8179,0.141684
5181,0.380085,177.5976,0.144210
5182,0.382976,178.9483,0.145244
5183,0.391039,182.7158,0.150109
5184,0.392615,183.4520,0.150395
5185,0.388978,181.7527,0.148904
5186,0.393849,184.0287,0.152153
5187,0.394753,184.4513,0.153084
5188,0.393596,183.9107,0.152508
5189,0.381605,178.3075,0.143756
5190,0.391537,182.9485,0.149386
5191,0.389508,182.0002,0.148898
5192,0.399916,186.8636,0.151959
5193,0.397574,185.7692,0.149970
5194,0.381995,178.4900,0.140793
5195,0.391782,183.0632,0.149160
5196,0.390243,182.3440,0.147717
5197,0.386926,180.7940,0.145426
5198,0.396310,185.1786,0.152037
5199,0.376129,175.7491,0.138369
5200,0.376653,175.9940,0.138029
5201,0.366445,171.2239,0.131499
5202,0.359793,168.1160,0.130488
5203,0.362358,169.3145,0.130692
